id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
22578,OGLE-LMC-CEP-1601,LMC,DCEP,2.9496717,5 19 38.48,-68 30 56.60,,,16.181,,15.478,,,,,,,,,,,,,
22577,OGLE-LMC-CEP-1598,LMC,DCEP,0.325534,5 19 35.08,-70 13 39.70,,,18.576,,17.846,,,,,,,,,,,,,
22576,OGLE-LMC-CEP-1597,LMC,DCEP,2.3298863,5 19 33.04,-70 35 18.80,,,16.411,,15.724,,,,,,,,,,,,,
22575,OGLE-LMC-CEP-1596,LMC,DCEP,0.2642871,5 19 32.36,-69 1 18.90,,,18.624,,18.183,,,,,,,,,,,,,
22574,OGLE-LMC-CEP-1593,LMC,DCEP,0.3558153,5 19 32.02,-70 51 30.30,,,18.679,,18.026,,,,,,,,,,,,,
22573,OGLE-LMC-CEP-1591,LMC,DCEP,118.623962,5 19 30.51,-68 41 9.70,,,12.052,,10.87,,,,,,,,,,,,,
22588,OGLE-LMC-CEP-1630,LMC,DCEP,1.8617395,5 20 15.40,-71 49 29.40,,,15.976,,15.387,,,,,,,,,,,,,
22590,OGLE-LMC-CEP-1637,LMC,DCEP,31.9446259,5 20 23.00,-69 2 17.50,,,13.303,,12.282,,,,,,,,,,,,,
22607,OGLE-LMC-CEP-1675,LMC,DCEP,0.3206109,5 21 9.83,-68 43 30.30,,,18.715,,18.2,,,,,,,,,,,,,
22591,OGLE-LMC-CEP-1638,LMC,DCEP,2.3630077,5 20 23.34,-69 34 24.10,,,15.664,,15.217,,,,,,,,,,,,,
22606,OGLE-LMC-CEP-1674,LMC,DCEP,3.3717726,5 21 8.26,-69 8 29.90,,,16.102,,15.335,,,,,,,,,,,,,
22605,OGLE-LMC-CEP-1673,LMC,DCEP,1.0812781,5 21 5.35,-68 23 34.30,,,16.744,,16.274,,,,,,,,,,,,,
22604,OGLE-LMC-CEP-1670,LMC,DCEP,4.1549918,5 21 4.17,-71 8 27.30,,,15.892,,15.083,,,,,,,,,,,,,
22603,OGLE-LMC-CEP-1666,LMC,DCEP,0.8196489,5 20 55.73,-69 7 50.60,,,17.299,,16.668,,,,,,,,,,,,,
22602,OGLE-LMC-CEP-1662,LMC,DCEP,0.3151624,5 20 52.56,-69 43 31.20,,,18.062,,17.485,,,,,,,,,,,,,
22601,OGLE-LMC-CEP-1660,LMC,DCEP,2.6597044,5 20 51.40,-68 52 0.80,,,16.493,,15.707,,,,,,,,,,,,,
22600,OGLE-LMC-CEP-1659,LMC,DCEP,1.1320581,5 20 49.07,-69 2 5.50,,,17.131,,16.402,,,,,,,,,,,,,
22599,OGLE-LMC-CEP-1650,LMC,DCEP,3.2558641,5 20 41.57,-69 7 34.70,,,15.993,,15.303,,,,,,,,,,,,,
22598,OGLE-LMC-CEP-1649,LMC,DCEP,5.2877037,5 20 40.83,-71 51 9.60,,,15.58,,14.778,,,,,,,,,,,,,
22597,OGLE-LMC-CEP-1646,LMC,DCEP,1.9973868,5 20 36.00,-68 49 20.90,,,16.118,,15.472,,,,,,,,,,,,,
22596,OGLE-LMC-CEP-1645,LMC,DCEP,3.21915,5 20 35.85,-68 39 12.80,,,16.488,,15.616,,,,,,,,,,,,,
22595,OGLE-LMC-CEP-1642,LMC,DCEP,7.0663927,5 20 28.71,-68 4 37.60,,,14.991,,14.265,,,,,,,,,,,,,
22594,OGLE-LMC-CEP-1641,LMC,DCEP,13.962397,5 20 28.63,-69 1 31.80,,,14.081,,13.192,,,,,,,,,,,,,
22593,OGLE-LMC-CEP-1640,LMC,DCEP,3.8998985,5 20 27.07,-71 54 23.60,,,15.874,,15.14,,,,,,,,,,,,,
22592,OGLE-LMC-CEP-1639,LMC,DCEP,3.1164255,5 20 26.36,-68 47 17.80,,,16.811,,15.85,,,,,,,,,,,,,
22645,OGLE-LMC-CEP-1805,LMC,DCEP,2.422404,5 23 2.48,-71 45 20.10,,,15.731,,15.07,,,,,,,,,,,,,
22646,OGLE-LMC-CEP-1806,LMC,DCEP,0.2924278,5 23 4.17,-68 28 36.70,,,18.826,,18.247,,,,,,,,,,,,,
22647,OGLE-LMC-CEP-1807,LMC,DCEP,7.3092432,5 23 4.49,-70 31 13.80,,,15.244,,14.384,,,,,,,,,,,,,
22702,OGLE-LMC-CEP-1898,LMC,DCEP,0.989207,5 24 40.02,-70 15 14.00,,,17.094,,16.427,,,,,,,,,,,,,
22700,OGLE-LMC-CEP-1896,LMC,DCEP,0.9411796,5 24 38.07,-70 10 21.50,,,16.907,,16.331,,,,,,,,,,,,,
22699,OGLE-LMC-CEP-1895,LMC,DCEP,6.4876466,5 24 37.20,-71 55 3.30,,,15.448,,14.546,,,,,,,,,,,,,
22698,OGLE-LMC-CEP-1894,LMC,DCEP,3.4747755,5 24 36.53,-68 35 48.10,,,15.955,,15.207,,,,,,,,,,,,,
22697,OGLE-LMC-CEP-1893,LMC,DCEP,3.7271898,5 24 36.31,-70 19 50.90,,,15.995,,15.213,,,,,,,,,,,,,
22696,OGLE-LMC-CEP-1892,LMC,DCEP,5.2802877,5 24 35.87,-68 57 22.80,,,15.643,,14.797,,,,,,,,,,,,,
22695,OGLE-LMC-CEP-1891,LMC,DCEP,3.3649649,5 24 35.24,-71 7 30.40,,,16.028,,15.26,,,,,,,,,,,,,
22694,OGLE-LMC-CEP-1890,LMC,DCEP,2.9136011,5 24 35.09,-71 21 20.00,,,16.054,,15.386,,,,,,,,,,,,,
22693,OGLE-LMC-CEP-1889,LMC,DCEP,4.0470625,5 24 34.94,-70 35 54.70,,,15.781,,15.123,,,,,,,,,,,,,
22692,OGLE-LMC-CEP-1886,LMC,DCEP,0.8897331,5 24 33.87,-70 9 30.70,,,16.875,,16.325,,,,,,,,,,,,,
22691,OGLE-LMC-CEP-1883,LMC,DCEP,2.9792843,5 24 33.08,-71 5 5.20,,,16.041,,15.39,,,,,,,,,,,,,
22690,OGLE-LMC-CEP-1882,LMC,DCEP,3.1185398,5 24 32.49,-70 19 17.70,,,15.276,,14.653,,,,,,,,,,,,,
22689,OGLE-LMC-CEP-1881,LMC,DCEP,2.2149325,5 24 30.59,-69 12 34.00,,,18.268,,16.999,,,,,,,,,,,,,
22688,OGLE-LMC-CEP-1880,LMC,DCEP,8.5906114,5 24 30.11,-71 54 15.40,,,14.87,,14.034,,,,,,,,,,,,,
22687,OGLE-LMC-CEP-1879,LMC,DCEP,2.5486695,5 24 29.55,-71 40 5.10,,,15.476,,14.884,,,,,,,,,,,,,
22686,OGLE-LMC-CEP-1878,LMC,DCEP,3.6057897,5 24 29.36,-70 9 58.40,,,15.884,,15.206,,,,,,,,,,,,,
22701,OGLE-LMC-CEP-1897,LMC,DCEP,1.0698015,5 24 39.02,-69 25 21.00,,,16.037,,15.622,,,,,,,,,,,,,
22703,OGLE-LMC-CEP-1900,LMC,DCEP,2.8023218,5 24 42.02,-70 41 17.70,,,16.183,,15.479,,,,,,,,,,,,,
22648,OGLE-LMC-CEP-1809,LMC,DCEP,1.9916654,5 23 4.81,-69 30 21.40,,,16.32,,15.497,,,,,,,,,,,,,
22704,OGLE-LMC-CEP-1901,LMC,DCEP,0.2988583,5 24 43.50,-69 38 12.00,,,18.608,,17.858,,,,,,,,,,,,,
22719,OGLE-LMC-CEP-1951,LMC,DCEP,1.6312861,5 25 35.36,-70 27 56.50,,,16.306,,15.656,,,,,,,,,,,,,
22718,OGLE-LMC-CEP-1950,LMC,DCEP,6.6033602,5 25 34.97,-68 50 19.50,,,15.757,,14.785,,,,,,,,,,,,,
22717,OGLE-LMC-CEP-1946,LMC,DCEP,3.4741981,5 25 31.70,-71 22 17.00,,,15.962,,15.223,,,,,,,,,,,,,
22716,OGLE-LMC-CEP-1944,LMC,DCEP,1.5305061,5 25 30.38,-68 50 20.90,,,16.49,,15.794,,,,,,,,,,,,,
22715,OGLE-LMC-CEP-1935,LMC,DCEP,2.259684,5 25 26.98,-70 20 53.20,,,15.648,,15.053,,,,,,,,,,,,,
22714,OGLE-LMC-CEP-1933,LMC,DCEP,9.3901537,5 25 25.82,-68 23 51.10,,,14.895,,14.079,,,,,,,,,,,,,
22713,OGLE-LMC-CEP-1931,LMC,DCEP,0.5081153,5 25 23.68,-70 26 36.50,,,17.575,,17.064,,,,,,,,,,,,,
22712,OGLE-LMC-CEP-1929,LMC,DCEP,5.8320304,5 25 22.98,-69 0 56.20,,,15.472,,14.695,,,,,,,,,,,,,
22711,OGLE-LMC-CEP-1923,LMC,DCEP,2.9529207,5 25 18.31,-70 45 35.60,,,15.457,,14.791,,,,,,,,,,,,,
22710,OGLE-LMC-CEP-1918,LMC,DCEP,1.4041626,5 25 11.87,-70 34 19.80,,,16.603,,15.942,,,,,,,,,,,,,
22709,OGLE-LMC-CEP-1916,LMC,DCEP,2.1636188,5 25 10.18,-71 51 38.70,,,15.804,,15.176,,,,,,,,,,,,,
22708,OGLE-LMC-CEP-1915,LMC,DCEP,1.7150431,5 25 4.48,-68 56 40.50,,,16.338,,15.663,,,,,,,,,,,,,
22707,OGLE-LMC-CEP-1912,LMC,DCEP,4.881671,5 24 59.90,-68 12 2.10,,,15.955,,15.041,,,,,,,,,,,,,
22706,OGLE-LMC-CEP-1905,LMC,DCEP,2.5238394,5 24 46.92,-70 17 45.50,,,16.448,,15.729,,,,,,,,,,,,,
22705,OGLE-LMC-CEP-1902,LMC,DCEP,0.2822635,5 24 43.56,-69 46 21.70,,,18.891,,18.352,,,,,,,,,,,,,
22685,OGLE-LMC-CEP-1877,LMC,DCEP,1.5299308,5 24 28.41,-68 57 19.40,,,16.491,,15.82,,,,,,,,,,,,,
22684,OGLE-LMC-CEP-1876,LMC,DCEP,4.0208293,5 24 26.60,-68 33 41.60,,,15.857,,15.054,,,,,,,,,,,,,
22683,OGLE-LMC-CEP-1873,LMC,DCEP,3.0786193,5 24 25.07,-70 10 23.40,,,16.176,,15.448,,,,,,,,,,,,,
22682,OGLE-LMC-CEP-1871,LMC,DCEP,3.0307237,5 24 21.94,-70 53 0.90,,,16.096,,15.402,,,,,,,,,,,,,
22663,OGLE-LMC-CEP-1835,LMC,DCEP,7.2534884,5 23 30.11,-71 48 16.00,,,15.25,,14.36,,,,,,,,,,,,,
22662,OGLE-LMC-CEP-1834,LMC,DCEP,0.8772052,5 23 30.07,-68 50 45.80,,,17.441,,16.743,,,,,,,,,,,,,
22661,OGLE-LMC-CEP-1832,LMC,DCEP,0.7660843,5 23 22.26,-71 33 17.50,,,17.375,,16.726,,,,,,,,,,,,,
22660,OGLE-LMC-CEP-1830,LMC,DCEP,3.0250181,5 23 18.12,-70 14 4.90,,,16.174,,15.412,,,,,,,,,,,,,
22659,OGLE-LMC-CEP-1829,LMC,DCEP,2.1625189,5 23 17.94,-70 34 30.80,,,15.931,,15.274,,,,,,,,,,,,,
22658,OGLE-LMC-CEP-1828,LMC,DCEP,3.7950647,5 23 16.92,-70 4 0.30,,,14.966,,14.353,,,,,,,,,,,,,
22657,OGLE-LMC-CEP-1825,LMC,DCEP,2.7985003,5 23 14.22,-70 13 47.30,,,16.15,,15.484,,,,,,,,,,,,,
22656,OGLE-LMC-CEP-1822,LMC,DCEP,3.4889169,5 23 12.99,-70 16 47.20,,,15.807,,15.113,,,,,,,,,,,,,
22655,OGLE-LMC-CEP-1821,LMC,DCEP,4.6163957,5 23 12.78,-70 16 48.60,,,15.65,,14.888,,,,,,,,,,,,,
22654,OGLE-LMC-CEP-1820,LMC,DCEP,3.3650634,5 23 11.98,-70 58 35.30,,,16.009,,15.255,,,,,,,,,,,,,
22653,OGLE-LMC-CEP-1819,LMC,DCEP,2.6939804,5 23 11.74,-70 53 33.70,,,16.238,,15.538,,,,,,,,,,,,,
22652,OGLE-LMC-CEP-1817,LMC,DCEP,2.122037,5 23 10.33,-70 17 10.90,,,16.175,,15.434,,,,,,,,,,,,,
22651,OGLE-LMC-CEP-1816,LMC,DCEP,0.9201509,5 23 9.90,-70 28 45.00,,,17.056,,16.418,,,,,,,,,,,,,
22650,OGLE-LMC-CEP-1815,LMC,DCEP,1.9275242,5 23 9.52,-70 16 19.10,,,16.276,,15.559,,,,,,,,,,,,,
22649,OGLE-LMC-CEP-1811,LMC,DCEP,2.7028528,5 23 7.08,-70 29 5.10,,,15.6,,14.918,,,,,,,,,,,,,
22664,OGLE-LMC-CEP-1837,LMC,DCEP,1.0699227,5 23 32.50,-68 40 59.20,,,17.019,,16.327,,,,,,,,,,,,,
22665,OGLE-LMC-CEP-1839,LMC,DCEP,0.3415128,5 23 34.47,-69 43 47.40,,,18.498,,17.826,,,,,,,,,,,,,
22666,OGLE-LMC-CEP-1840,LMC,DCEP,4.6801609,5 23 35.07,-70 16 5.90,,,15.306,,14.646,,,,,,,,,,,,,
22675,OGLE-LMC-CEP-1859,LMC,DCEP,1.3478897,5 24 7.51,-68 51 14.20,,,16.567,,15.932,,,,,,,,,,,,,
22681,OGLE-LMC-CEP-1869,LMC,DCEP,0.2930049,5 24 20.80,-69 34 27.50,,,18.518,,18.01,,,,,,,,,,,,,
22680,OGLE-LMC-CEP-1866,LMC,DCEP,7.1333632,5 24 19.00,-68 2 2.10,,,15.058,,14.259,,,,,,,,,,,,,
22679,OGLE-LMC-CEP-1865,LMC,DCEP,3.252979,5 24 17.13,-70 12 7.40,,,16.17,,15.412,,,,,,,,,,,,,
22678,OGLE-LMC-CEP-1863,LMC,DCEP,0.7158781,5 24 13.94,-68 49 33.70,,,17.556,,16.901,,,,,,,,,,,,,
22677,OGLE-LMC-CEP-1861,LMC,DCEP,0.9575345,5 24 12.66,-69 16 8.50,,,17.054,,16.421,,,,,,,,,,,,,
22676,OGLE-LMC-CEP-1860,LMC,DCEP,2.0013048,5 24 9.45,-69 38 2.10,,,15.938,,15.303,,,,,,,,,,,,,
22674,OGLE-LMC-CEP-1858,LMC,DCEP,1.9418839,5 24 7.20,-71 10 17.80,,,16.116,,15.434,,,,,,,,,,,,,
22667,OGLE-LMC-CEP-1844,LMC,DCEP,3.2891043,5 23 45.62,-71 3 9.10,,,16.105,,15.411,,,,,,,,,,,,,
22673,OGLE-LMC-CEP-1854,LMC,DCEP,2.0916306,5 23 58.48,-68 33 59.00,,,16.181,,15.479,,,,,,,,,,,,,
22672,OGLE-LMC-CEP-1853,LMC,DCEP,3.305185,5 23 55.97,-70 29 31.90,,,15.402,,14.697,,,,,,,,,,,,,
22671,OGLE-LMC-CEP-1852,LMC,DCEP,1.037766,5 23 55.22,-71 16 46.10,,,17.063,,16.396,,,,,,,,,,,,,
22670,OGLE-LMC-CEP-1850,LMC,DCEP,3.7864417,5 23 52.42,-69 6 42.90,,,16.299,,15.415,,,,,,,,,,,,,
22669,OGLE-LMC-CEP-1846,LMC,DCEP,3.5841085,5 23 47.56,-70 30 13.40,,,15.834,,15.128,,,,,,,,,,,,,
22668,OGLE-LMC-CEP-1845,LMC,DCEP,2.0697573,5 23 45.98,-70 18 28.60,,,16.434,,15.787,,,,,,,,,,,,,
22572,OGLE-LMC-CEP-1589,LMC,DCEP,3.5448485,5 19 28.40,-70 57 50.10,,,16.055,,15.297,,,,,,,,,,,,,
22570,OGLE-LMC-CEP-1583,LMC,DCEP,2.3947188,5 19 23.13,-69 6 16.40,,,16.787,,14.403,,,,,,,,,,,,,
22721,OGLE-LMC-CEP-1953,LMC,DCEP,4.156851,5 25 38.66,-70 39 52.00,,,15.248,,14.476,,,,,,,,,,,,,
22476,OGLE-LMC-CEP-1350,LMC,DCEP,1.4771034,5 15 7.60,-68 36 23.80,,,16.498,,15.87,,,,,,,,,,,,,
22474,OGLE-LMC-CEP-1344,LMC,DCEP,7.0694775,5 15 4.60,-70 7 10.00,,,14.853,,14.166,,,,,,,,,,,,,
22473,OGLE-LMC-CEP-1343,LMC,DCEP,1.0988391,5 15 3.89,-68 8 47.20,,,16.528,,16.009,,,,,,,,,,,,,
22472,OGLE-LMC-CEP-1339,LMC,DCEP,3.6358024,5 15 0.97,-66 37 40.40,,,15.912,,15.171,,,,,,,,,,,,,
22471,OGLE-LMC-CEP-1336,LMC,DCEP,1.5430248,5 14 53.58,-71 11 27.70,,,16.431,,15.823,,,,,,,,,,,,,
22470,OGLE-LMC-CEP-1327,LMC,DCEP,6.9236149,5 14 41.57,-70 42 32.00,,,15.121,,14.347,,,,,,,,,,,,,
22469,OGLE-LMC-CEP-1326,LMC,DCEP,1.6619407,5 14 41.55,-70 58 11.80,,,15.86,,15.326,,,,,,,,,,,,,
22468,OGLE-LMC-CEP-1325,LMC,DCEP,0.3003773,5 14 40.97,-66 36 50.80,,,18.653,,18.115,,,,,,,,,,,,,
22467,OGLE-LMC-CEP-1323,LMC,DCEP,4.0956317,5 14 40.19,-70 8 11.20,,,15.885,,15.098,,,,,,,,,,,,,
22466,OGLE-LMC-CEP-1321,LMC,DCEP,3.8010236,5 14 37.50,-70 46 9.20,,,15.525,,14.93,,,,,,,,,,,,,
22465,OGLE-LMC-CEP-1319,LMC,DCEP,3.7553223,5 14 32.27,-68 39 25.20,,,15.137,,14.488,,,,,,,,,,,,,
22464,OGLE-LMC-CEP-1317,LMC,DCEP,3.4171292,5 14 29.08,-69 42 23.90,,,15.997,,15.262,,,,,,,,,,,,,
22463,OGLE-LMC-CEP-1316,LMC,DCEP,1.0028532,5 14 26.69,-69 43 1.60,,,17.162,,16.501,,,,,,,,,,,,,
22462,OGLE-LMC-CEP-1314,LMC,DCEP,0.9747789,5 14 23.14,-66 36 2.30,,,16.938,,16.357,,,,,,,,,,,,,
22461,OGLE-LMC-CEP-1309,LMC,DCEP,1.7232486,5 14 15.25,-70 25 24.80,,,16.102,,15.502,,,,,,,,,,,,,
22460,OGLE-LMC-CEP-1307,LMC,DCEP,4.6311791,5 14 12.75,-70 13 38.60,,,15.947,,15.065,,,,,,,,,,,,,
22475,OGLE-LMC-CEP-1349,LMC,DCEP,2.8107045,5 15 6.89,-70 1 49.50,,,15.481,,14.821,,,,,,,,,,,,,
22477,OGLE-LMC-CEP-1352,LMC,DCEP,1.1985624,5 15 9.61,-66 44 32.40,,,16.49,,15.908,,,,,,,,,,,,,
22458,OGLE-LMC-CEP-1300,LMC,DCEP,1.1462971,5 14 4.12,-66 36 14.60,,,16.709,,16.106,,,,,,,,,,,,,
22478,OGLE-LMC-CEP-1355,LMC,DCEP,2.7869513,5 15 11.25,-68 11 5.20,,,15.658,,14.98,,,,,,,,,,,,,
22493,OGLE-LMC-CEP-1381,LMC,DCEP,1.5692871,5 15 31.47,-68 50 11.00,,,16.982,,16.325,,,,,,,,,,,,,
22492,OGLE-LMC-CEP-1379,LMC,DCEP,2.9195001,5 15 28.94,-70 0 55.30,,,16.309,,15.546,,,,,,,,,,,,,
22491,OGLE-LMC-CEP-1378,LMC,DCEP,0.515025,5 15 28.82,-69 21 5.00,,,18.555,,17.653,,,,,,,,,,,,,
22490,OGLE-LMC-CEP-1376,LMC,DCEP,1.9758117,5 15 26.32,-71 24 15.80,,,15.817,,15.252,,,,,,,,,,,,,
22489,OGLE-LMC-CEP-1375,LMC,DCEP,2.9893319,5 15 26.15,-68 43 2.30,,,16.18,,15.433,,,,,,,,,,,,,
22488,OGLE-LMC-CEP-1372,LMC,DCEP,4.4437759,5 15 24.17,-70 10 51.80,,,15.896,,15.017,,,,,,,,,,,,,
22487,OGLE-LMC-CEP-1371,LMC,DCEP,2.4360703,5 15 23.41,-69 4 46.10,,,15.892,,15.172,,,,,,,,,,,,,
22486,OGLE-LMC-CEP-1370,LMC,DCEP,3.9292771,5 15 21.69,-71 2 32.20,,,15.779,,15.035,,,,,,,,,,,,,
22485,OGLE-LMC-CEP-1368,LMC,DCEP,2.1657841,5 15 20.55,-70 59 59.80,,,15.91,,15.265,,,,,,,,,,,,,
22484,OGLE-LMC-CEP-1366,LMC,DCEP,3.5497945,5 15 20.36,-71 40 23.60,,,16.101,,15.341,,,,,,,,,,,,,
22483,OGLE-LMC-CEP-1363,LMC,DCEP,0.3977908,5 15 18.27,-69 6 37.80,,,18.528,,17.79,,,,,,,,,,,,,
22482,OGLE-LMC-CEP-1362,LMC,DCEP,3.5174536,5 15 17.02,-70 41 34.30,,,15.723,,15.055,,,,,,,,,,,,,
22481,OGLE-LMC-CEP-1360,LMC,DCEP,2.9052383,5 15 15.85,-71 37 22.80,,,16.293,,15.539,,,,,,,,,,,,,
22480,OGLE-LMC-CEP-1359,LMC,DCEP,1.88424,5 15 15.79,-70 50 37.40,,,16.092,,15.459,,,,,,,,,,,,,
22479,OGLE-LMC-CEP-1358,LMC,DCEP,0.3703338,5 15 14.69,-69 5 10.40,,,18.082,,17.611,,,,,,,,,,,,,
22459,OGLE-LMC-CEP-1303,LMC,DCEP,1.1086986,5 14 8.14,-68 36 12.90,,,16.937,,16.309,,,,,,,,,,,,,
22457,OGLE-LMC-CEP-1299,LMC,DCEP,3.7269067,5 14 3.20,-66 53 26.70,,,15.956,,15.196,,,,,,,,,,,,,
22569,OGLE-LMC-CEP-1582,LMC,DCEP,0.3187867,5 19 21.92,-69 19 33.00,,,18.936,,18.283,,,,,,,,,,,,,
22437,OGLE-LMC-CEP-1265,LMC,DCEP,2.7448176,5 13 12.59,-68 32 51.20,,,16.069,,15.44,,,,,,,,,,,,,
22435,OGLE-LMC-CEP-1263,LMC,DCEP,3.1449386,5 13 11.40,-71 13 28.60,,,16.157,,15.39,,,,,,,,,,,,,
22434,OGLE-LMC-CEP-1262,LMC,DCEP,9.1336638,5 13 10.34,-69 6 54.10,,,15.055,,14.091,,,,,,,,,,,,,
22433,OGLE-LMC-CEP-1261,LMC,DCEP,7.369647,5 13 10.09,-70 26 44.90,,,15.156,,14.348,,,,,,,,,,,,,
22432,OGLE-LMC-CEP-1259,LMC,DCEP,0.3316976,5 13 6.36,-69 8 52.10,,,19.023,,18.206,,,,,,,,,,,,,
22431,OGLE-LMC-CEP-1258,LMC,DCEP,0.9783203,5 13 6.15,-70 34 41.00,,,17.214,,16.548,,,,,,,,,,,,,
22430,OGLE-LMC-CEP-1256,LMC,DCEP,4.9108583,5 13 0.27,-70 39 0.90,,,15.45,,14.729,,,,,,,,,,,,,
22429,OGLE-LMC-CEP-1251,LMC,DCEP,1.6449597,5 12 48.37,-70 13 40.20,,,16.449,,15.729,,,,,,,,,,,,,
22428,OGLE-LMC-CEP-1250,LMC,DCEP,3.2234021,5 12 48.15,-68 29 6.50,,,16.155,,15.402,,,,,,,,,,,,,
22427,OGLE-LMC-CEP-1245,LMC,DCEP,5.1098532,5 12 44.69,-70 34 35.20,,,15.411,,14.695,,,,,,,,,,,,,
22426,OGLE-LMC-CEP-1244,LMC,DCEP,2.6544594,5 12 42.19,-68 34 59.40,,,16.15,,15.527,,,,,,,,,,,,,
22425,OGLE-LMC-CEP-1243,LMC,DCEP,4.1121299,5 12 41.43,-66 59 19.60,,,15.854,,15.106,,,,,,,,,,,,,
22424,OGLE-LMC-CEP-1242,LMC,DCEP,2.2809295,5 12 36.61,-71 9 28.50,,,16.799,,16.026,,,,,,,,,,,,,
22423,OGLE-LMC-CEP-1241,LMC,DCEP,1.2492016,5 12 35.11,-68 24 53.60,,,16.938,,16.294,,,,,,,,,,,,,
22422,OGLE-LMC-CEP-1239,LMC,DCEP,0.6330726,5 12 33.79,-71 7 47.20,,,17.44,,16.916,,,,,,,,,,,,,
22421,OGLE-LMC-CEP-1238,LMC,DCEP,2.8470881,5 12 28.71,-68 33 54.50,,,17.232,,16.182,,,,,,,,,,,,,
22436,OGLE-LMC-CEP-1264,LMC,DCEP,3.4688416,5 13 11.98,-70 56 15.00,,,15.222,,14.599,,,,,,,,,,,,,
22438,OGLE-LMC-CEP-1266,LMC,DCEP,4.3034748,5 13 13.38,-70 18 42.20,,,15.716,,14.954,,,,,,,,,,,,,
22456,OGLE-LMC-CEP-1297,LMC,DCEP,2.3329792,5 14 1.20,-67 40 52.30,,,16.242,,15.613,,,,,,,,,,,,,
22439,OGLE-LMC-CEP-1267,LMC,DCEP,3.268351,5 13 14.16,-67 12 21.60,,,15.315,,14.638,,,,,,,,,,,,,
22455,OGLE-LMC-CEP-1296,LMC,DCEP,3.6582819,5 13 59.48,-66 36 47.30,,,15.054,,14.412,,,,,,,,,,,,,
22454,OGLE-LMC-CEP-1293,LMC,DCEP,1.8246696,5 13 56.42,-67 9 22.90,,,16.84,,16.139,,,,,,,,,,,,,
22453,OGLE-LMC-CEP-1291,LMC,DCEP,0.4913904,5 13 53.84,-69 44 8.80,,,17.846,,17.331,,,,,,,,,,,,,
22452,OGLE-LMC-CEP-1290,LMC,DCEP,48.3777724,5 13 53.69,-67 3 49.00,,,13.558,,11.648,,,,,,,,,,,,,
22451,OGLE-LMC-CEP-1286,LMC,DCEP,2.9151497,5 13 50.42,-70 26 4.20,,,16.129,,15.447,,,,,,,,,,,,,
22450,OGLE-LMC-CEP-1284,LMC,DCEP,3.8288932,5 13 49.25,-69 57 52.70,,,15.578,,14.907,,,,,,,,,,,,,
22449,OGLE-LMC-CEP-1281,LMC,DCEP,2.367916,5 13 43.65,-70 33 44.70,,,15.665,,15.072,,,,,,,,,,,,,
22448,OGLE-LMC-CEP-1280,LMC,DCEP,3.2492952,5 13 38.37,-70 20 30.20,,,15.514,,14.804,,,,,,,,,,,,,
22447,OGLE-LMC-CEP-1279,LMC,DCEP,0.427396,5 13 38.18,-69 44 6.70,,,18.422,,17.8,,,,,,,,,,,,,
22446,OGLE-LMC-CEP-1278,LMC,DCEP,0.7102228,5 13 37.70,-67 12 41.60,,,17.179,,16.621,,,,,,,,,,,,,
22444,OGLE-LMC-CEP-1274,LMC,DCEP,0.3616705,5 13 28.89,-67 43 17.70,,,18.637,,17.986,,,,,,,,,,,,,
22443,OGLE-LMC-CEP-1272,LMC,DCEP,5.0711482,5 13 26.52,-70 4 55.80,,,15.341,,14.648,,,,,,,,,,,,,
22442,OGLE-LMC-CEP-1271,LMC,DCEP,3.5724014,5 13 20.79,-68 38 15.90,,,15.9,,15.191,,,,,,,,,,,,,
22441,OGLE-LMC-CEP-1270,LMC,DCEP,3.5451033,5 13 18.39,-67 22 21.30,,,16.055,,15.303,,,,,,,,,,,,,
22440,OGLE-LMC-CEP-1268,LMC,DCEP,2.7073843,5 13 18.01,-69 52 44.70,,,16.035,,15.376,,,,,,,,,,,,,
22494,OGLE-LMC-CEP-1382,LMC,DCEP,3.2052031,5 15 33.99,-70 17 8.70,,,16.098,,15.369,,,,,,,,,,,,,
22495,OGLE-LMC-CEP-1383,LMC,DCEP,2.9075887,5 15 34.57,-66 38 48.20,,,16.249,,15.505,,,,,,,,,,,,,
22496,OGLE-LMC-CEP-1386,LMC,DCEP,0.35677,5 15 35.84,-70 30 27.80,,,18.616,,17.861,,,,,,,,,,,,,
20002,OGLE LMC SC1 25359,LMC,DCEP,3.39729,5 33 2.20,-70 15 33.50,,16.063,15.58,,15.036,,,,,,,,,,,,,
22549,OGLE-LMC-CEP-1523,LMC,DCEP,1.5715991,5 18 1.41,-71 9 11.10,,,16.896,,16.247,,,,,,,,,,,,,
22548,OGLE-LMC-CEP-1520,LMC,DCEP,3.5657116,5 17 59.66,-69 16 2.40,,,15.967,,15.238,,,,,,,,,,,,,
22547,OGLE-LMC-CEP-1519,LMC,DCEP,1.8999785,5 17 59.15,-71 41 52.90,,,16.027,,15.397,,,,,,,,,,,,,
22546,OGLE-LMC-CEP-1518,LMC,DCEP,2.8280658,5 17 58.16,-68 29 47.80,,,15.51,,14.867,,,,,,,,,,,,,
22545,OGLE-LMC-CEP-1516,LMC,DCEP,0.407558,5 17 56.50,-69 28 3.20,,,18.835,,18.071,,,,,,,,,,,,,
