id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
21985,OGLE-LMC-CEP-0587,LMC,DCEP,2.1952583,4 59 35.02,-70 6 8.80,,,15.682,,15.12,,,,,,,,,,,,,
21984,OGLE-LMC-CEP-0586,LMC,DCEP,0.5957479,4 59 33.57,-70 32 41.30,,,17.663,,17.07,,,,,,,,,,,,,
21983,OGLE-LMC-CEP-0585,LMC,DCEP,2.3578449,4 59 33.43,-68 12 50.20,,,16.046,,15.391,,,,,,,,,,,,,
22001,OGLE-LMC-CEP-0603,LMC,DCEP,1.2000023,4 59 55.21,-69 9 26.70,,,16.091,,15.569,,,,,,,,,,,,,
22002,OGLE-LMC-CEP-0604,LMC,DCEP,2.8141612,4 59 56.32,-70 25 49.60,,,15.515,,14.886,,,,,,,,,,,,,
22003,OGLE-LMC-CEP-0605,LMC,DCEP,3.4164404,4 59 56.78,-68 1 9.80,,,16.213,,15.434,,,,,,,,,,,,,
22004,OGLE-LMC-CEP-0606,LMC,DCEP,2.7690128,4 59 57.06,-70 55 18.00,,,16.159,,15.497,,,,,,,,,,,,,
22021,OGLE-LMC-CEP-0632,LMC,DCEP,3.7192701,5 0 26.30,-68 46 24.00,,,16.025,,15.26,,,,,,,,,,,,,
22020,OGLE-LMC-CEP-0629,LMC,DCEP,0.8411554,5 0 22.50,-70 25 20.80,,,17.193,,16.594,,,,,,,,,,,,,
22019,OGLE-LMC-CEP-0627,LMC,DCEP,2.3352899,5 0 16.12,-67 49 14.70,,,16.076,,15.553,,,,,,,,,,,,,
22018,OGLE-LMC-CEP-0626,LMC,DCEP,2.189692,5 0 16.09,-70 27 33.20,,,16.613,,15.915,,,,,,,,,,,,,
22017,OGLE-LMC-CEP-0624,LMC,DCEP,1.0672432,5 0 14.09,-69 25 13.90,,,15.756,,15.477,,,,,,,,,,,,,
22016,OGLE-LMC-CEP-0623,LMC,DCEP,2.4774706,5 0 11.83,-67 8 49.20,,,16.233,,15.613,,,,,,,,,,,,,
22015,OGLE-LMC-CEP-0622,LMC,DCEP,1.6430799,5 0 11.43,-67 20 39.50,,,16.024,,15.464,,,,,,,,,,,,,
22014,OGLE-LMC-CEP-0621,LMC,DCEP,2.6409219,5 0 11.07,-67 21 46.80,,,16.285,,15.574,,,,,,,,,,,,,
22013,OGLE-LMC-CEP-0620,LMC,DCEP,1.9913006,5 0 8.20,-67 48 9.00,,,15.967,,15.35,,,,,,,,,,,,,
22012,OGLE-LMC-CEP-0619,LMC,DCEP,133.77926,5 0 7.57,-68 27 0.00,,,12.218,,11.005,,,,,,,,,,,,,
22011,OGLE-LMC-CEP-0618,LMC,DCEP,2.0959566,5 0 7.54,-66 36 50.60,,,15.629,,15.077,,,,,,,,,,,,,
22010,OGLE-LMC-CEP-0617,LMC,DCEP,2.0208831,5 0 7.08,-67 11 48.70,,,16.029,,15.386,,,,,,,,,,,,,
22009,OGLE-LMC-CEP-0615,LMC,DCEP,5.0996687,5 0 6.46,-67 43 6.40,,,15.583,,14.812,,,,,,,,,,,,,
22008,OGLE-LMC-CEP-0611,LMC,DCEP,3.1402879,5 0 4.07,-67 58 6.40,,,15.925,,15.281,,,,,,,,,,,,,
22007,OGLE-LMC-CEP-0609,LMC,DCEP,0.9831418,5 0 1.72,-67 17 11.00,,,16.917,,16.289,,,,,,,,,,,,,
22006,OGLE-LMC-CEP-0608,LMC,DCEP,0.5702782,4 59 59.90,-66 41 17.60,,,17.584,,17.032,,,,,,,,,,,,,
22005,OGLE-LMC-CEP-0607,LMC,DCEP,3.0758369,4 59 57.81,-67 18 18.90,,,16.001,,15.299,,,,,,,,,,,,,
21894,OGLE-LMC-CEP-0496,LMC,DCEP,3.1676835,4 57 47.18,-68 23 25.70,,,16.171,,15.438,,,,,,,,,,,,,
21893,OGLE-LMC-CEP-0495,LMC,DCEP,2.0744903,4 57 46.19,-70 17 21.90,,,16.228,,15.517,,,,,,,,,,,,,
21892,OGLE-LMC-CEP-0494,LMC,DCEP,2.726971,4 57 45.73,-69 3 45.20,,,16.973,,16.013,,,,,,,,,,,,,
21773,OGLE-LMC-CEP-0375,LMC,DCEP,0.6880396,4 55 12.65,-69 48 13.60,,,17.513,,16.893,,,,,,,,,,,,,
21781,OGLE-LMC-CEP-0383,LMC,DCEP,1.9510459,4 55 23.09,-69 35 49.40,,,16.326,,15.589,,,,,,,,,,,,,
21780,OGLE-LMC-CEP-0382,LMC,DCEP,2.7961643,4 55 22.41,-68 49 18.80,,,16.483,,15.678,,,,,,,,,,,,,
21779,OGLE-LMC-CEP-0381,LMC,DCEP,2.1795129,4 55 22.37,-67 52 19.00,,,16.015,,15.323,,,,,,,,,,,,,
21778,OGLE-LMC-CEP-0380,LMC,DCEP,7.0874344,4 55 21.43,-68 39 59.40,,,15.683,,14.701,,,,,,,,,,,,,
21777,OGLE-LMC-CEP-0379,LMC,DCEP,2.0672692,4 55 20.90,-67 4 43.90,,,15.763,,15.176,,,,,,,,,,,,,
21776,OGLE-LMC-CEP-0378,LMC,DCEP,2.6397216,4 55 17.05,-69 20 13.80,,,16.345,,15.618,,,,,,,,,,,,,
21775,OGLE-LMC-CEP-0377,LMC,DCEP,6.2471228,4 55 16.16,-68 12 18.80,,,14.858,,14.236,,,,,,,,,,,,,
21774,OGLE-LMC-CEP-0376,LMC,DCEP,2.074429,4 55 14.39,-66 58 34.00,,,15.88,,15.253,,,,,,,,,,,,,
21772,OGLE-LMC-CEP-0374,LMC,DCEP,1.8387034,4 55 12.36,-66 45 4.80,,,16.055,,15.478,,,,,,,,,,,,,
21783,OGLE-LMC-CEP-0385,LMC,DCEP,4.273648,4 55 25.63,-68 32 29.40,,,16.468,,15.788,,,,,,,,,,,,,
21771,OGLE-LMC-CEP-0373,LMC,DCEP,2.8811198,4 55 11.64,-69 19 44.40,,,16.084,,15.399,,,,,,,,,,,,,
21770,OGLE-LMC-CEP-0372,LMC,DCEP,2.1178449,4 55 11.08,-71 1 38.50,,,15.9,,15.215,,,,,,,,,,,,,
21769,OGLE-LMC-CEP-0371,LMC,DCEP,2.0683057,4 55 9.96,-69 6 54.20,,,16.205,,15.469,,,,,,,,,,,,,
21768,OGLE-LMC-CEP-0370,LMC,DCEP,2.6797613,4 55 6.82,-69 4 29.70,,,16.68,,15.849,,,,,,,,,,,,,
21767,OGLE-LMC-CEP-0369,LMC,DCEP,3.3379668,4 55 6.63,-71 4 53.90,,,16.115,,15.34,,,,,,,,,,,,,
21766,OGLE-LMC-CEP-0368,LMC,DCEP,2.3197959,4 55 6.45,-68 47 51.30,,,15.857,,15.213,,,,,,,,,,,,,
21765,OGLE-LMC-CEP-0367,LMC,DCEP,29.8668209,4 55 6.30,-67 28 33.10,,,13.77,,12.734,,,,,,,,,,,,,
21764,OGLE-LMC-CEP-0366,LMC,DCEP,9.5294292,4 55 4.38,-69 46 22.80,,,14.372,,13.657,,,,,,,,,,,,,
21782,OGLE-LMC-CEP-0384,LMC,DCEP,3.1855646,4 55 23.96,-68 32 37.00,,,16.146,,15.414,,,,,,,,,,,,,
21784,OGLE-LMC-CEP-0386,LMC,DCEP,0.3741294,4 55 27.05,-67 29 24.00,,,18.44,,17.681,,,,,,,,,,,,,
21805,OGLE-LMC-CEP-0407,LMC,DCEP,3.0256947,4 55 52.45,-68 49 16.00,,,16.401,,15.583,,,,,,,,,,,,,
21795,OGLE-LMC-CEP-0397,LMC,DCEP,1.4772463,4 55 44.24,-69 9 21.70,,,16.075,,15.45,,,,,,,,,,,,,
21803,OGLE-LMC-CEP-0405,LMC,DCEP,2.14315,4 55 49.56,-66 46 3.40,,,16.125,,15.411,,,,,,,,,,,,,
21802,OGLE-LMC-CEP-0404,LMC,DCEP,3.7839327,4 55 49.37,-69 20 58.90,,,15.809,,15.119,,,,,,,,,,,,,
21801,OGLE-LMC-CEP-0403,LMC,DCEP,1.710434,4 55 48.43,-68 47 47.70,,,16.409,,15.71,,,,,,,,,,,,,
21800,OGLE-LMC-CEP-0402,LMC,DCEP,2.9712403,4 55 46.45,-67 27 13.40,,,15.446,,14.687,,,,,,,,,,,,,
21799,OGLE-LMC-CEP-0401,LMC,DCEP,5.3207313,4 55 46.09,-68 51 20.90,,,15.7,,14.874,,,,,,,,,,,,,
21798,OGLE-LMC-CEP-0400,LMC,DCEP,2.5309655,4 55 45.70,-68 55 22.90,,,16.364,,15.678,,,,,,,,,,,,,
21797,OGLE-LMC-CEP-0399,LMC,DCEP,2.8234397,4 55 45.53,-69 11 59.30,,,15.52,,14.882,,,,,,,,,,,,,
21796,OGLE-LMC-CEP-0398,LMC,DCEP,4.1345984,4 55 45.04,-69 9 32.10,,,15.816,,15.096,,,,,,,,,,,,,
21794,OGLE-LMC-CEP-0396,LMC,DCEP,4.2989515,4 55 42.68,-71 13 6.00,,,15.77,,14.991,,,,,,,,,,,,,
21785,OGLE-LMC-CEP-0387,LMC,DCEP,2.7695419,4 55 31.29,-68 53 0.60,,,16.434,,15.67,,,,,,,,,,,,,
21793,OGLE-LMC-CEP-0395,LMC,DCEP,2.4805879,4 55 42.23,-70 45 23.20,,,15.638,,15.009,,,,,,,,,,,,,
21792,OGLE-LMC-CEP-0394,LMC,DCEP,7.2367891,4 55 41.46,-68 6 55.50,,,15.2,,14.357,,,,,,,,,,,,,
21791,OGLE-LMC-CEP-0393,LMC,DCEP,1.8735115,4 55 40.79,-67 25 48.00,,,15.992,,15.385,,,,,,,,,,,,,
21790,OGLE-LMC-CEP-0392,LMC,DCEP,5.8129308,4 55 35.08,-68 41 23.40,,,15.711,,14.786,,,,,,,,,,,,,
21789,OGLE-LMC-CEP-0391,LMC,DCEP,1.1410553,4 55 34.70,-69 50 11.50,,,16.771,,16.188,,,,,,,,,,,,,
21788,OGLE-LMC-CEP-0390,LMC,DCEP,3.4360458,4 55 34.04,-68 56 47.00,,,15.858,,15.185,,,,,,,,,,,,,
21787,OGLE-LMC-CEP-0389,LMC,DCEP,0.8059996,4 55 33.57,-70 16 7.20,,,17.469,,16.785,,,,,,,,,,,,,
21786,OGLE-LMC-CEP-0388,LMC,DCEP,1.6392321,4 55 32.01,-67 51 34.10,,,16.375,,15.73,,,,,,,,,,,,,
21763,OGLE-LMC-CEP-0365,LMC,DCEP,1.1606904,4 55 2.14,-67 59 59.50,,,17.319,,16.663,,,,,,,,,,,,,
21762,OGLE-LMC-CEP-0364,LMC,DCEP,2.3302809,4 55 1.85,-68 45 21.40,,,16.534,,15.808,,,,,,,,,,,,,
21761,OGLE-LMC-CEP-0363,LMC,DCEP,1.8926065,4 55 1.65,-69 20 25.50,,,16.17,,15.503,,,,,,,,,,,,,
21729,OGLE-LMC-CEP-0331,LMC,DCEP,6.8706154,4 54 28.11,-68 29 54.40,,,15.452,,14.491,,,,,,,,,,,,,
21737,OGLE-LMC-CEP-0339,LMC,DCEP,2.8676246,4 54 43.83,-70 50 4.10,,,16.277,,15.505,,,,,,,,,,,,,
21736,OGLE-LMC-CEP-0338,LMC,DCEP,2.8668909,4 54 40.56,-71 11 48.70,,,15.621,,14.896,,,,,,,,,,,,,
21735,OGLE-LMC-CEP-0337,LMC,DCEP,2.8804844,4 54 38.75,-68 36 37.60,,,16.575,,15.746,,,,,,,,,,,,,
21734,OGLE-LMC-CEP-0336,LMC,DCEP,0.7481119,4 54 38.28,-68 17 14.10,,,16.686,,16.187,,,,,,,,,,,,,
21733,OGLE-LMC-CEP-0335,LMC,DCEP,2.8707504,4 54 38.12,-68 4 21.00,,,16.332,,15.626,,,,,,,,,,,,,
21732,OGLE-LMC-CEP-0334,LMC,DCEP,1.7220854,4 54 37.21,-69 33 38.30,,,15.62,,14.736,,,,,,,,,,,,,
21731,OGLE-LMC-CEP-0333,LMC,DCEP,5.5496495,4 54 36.48,-71 15 24.20,,,15.613,,14.762,,,,,,,,,,,,,
21730,OGLE-LMC-CEP-0332,LMC,DCEP,4.2959573,4 54 33.69,-70 19 36.30,,,15.483,,14.684,,,,,,,,,,,,,
21728,OGLE-LMC-CEP-0330,LMC,DCEP,1.8740954,4 54 24.50,-68 46 31.70,,,16.496,,15.706,,,,,,,,,,,,,
21760,OGLE-LMC-CEP-0362,LMC,DCEP,3.0249357,4 55 1.43,-71 2 14.60,,,16.187,,15.452,,,,,,,,,,,,,
21727,OGLE-LMC-CEP-0329,LMC,DCEP,3.9275573,4 54 24.37,-70 55 24.20,,,15.797,,15.091,,,,,,,,,,,,,
21726,OGLE-LMC-CEP-0328,LMC,DCEP,34.4596588,4 54 23.76,-70 54 5.80,,,13.124,,12.088,,,,,,,,,,,,,
21725,OGLE-LMC-CEP-0327,LMC,DCEP,0.8821653,4 54 23.11,-69 11 24.20,,,17.795,,16.967,,,,,,,,,,,,,
21724,OGLE-LMC-CEP-0326,LMC,DCEP,3.1226666,4 54 22.30,-69 24 6.50,,,15.571,,14.837,,,,,,,,,,,,,
21723,OGLE-LMC-CEP-0325,LMC,DCEP,3.1928304,4 54 21.73,-69 47 40.00,,,16.299,,15.495,,,,,,,,,,,,,
21722,OGLE-LMC-CEP-0324,LMC,DCEP,3.1905922,4 54 21.74,-69 13 42.30,,,17.112,,16.056,,,,,,,,,,,,,
21721,OGLE-LMC-CEP-0323,LMC,DCEP,2.1879272,4 54 21.31,-68 35 7.80,,,15.961,,15.274,,,,,,,,,,,,,
21720,OGLE-LMC-CEP-0322,LMC,DCEP,2.3834244,4 54 20.96,-68 3 50.40,,,16.296,,15.682,,,,,,,,,,,,,
21738,OGLE-LMC-CEP-0340,LMC,DCEP,2.1444944,4 54 44.43,-68 23 49.70,,,16.707,,16.029,,,,,,,,,,,,,
21739,OGLE-LMC-CEP-0341,LMC,DCEP,0.326151,4 54 44.58,-69 43 17.70,,,18.754,,18.135,,,,,,,,,,,,,
21741,OGLE-LMC-CEP-0343,LMC,DCEP,3.116335,4 54 46.71,-68 49 47.20,,,15.304,,14.667,,,,,,,,,,,,,
21742,OGLE-LMC-CEP-0344,LMC,DCEP,0.2600595,4 54 46.94,-67 8 49.70,,,19.081,,18.524,,,,,,,,,,,,,
21759,OGLE-LMC-CEP-0361,LMC,DCEP,2.920308,4 55 1.34,-70 10 48.20,,,16.238,,15.512,,,,,,,,,,,,,
21758,OGLE-LMC-CEP-0360,LMC,DCEP,22.0879227,4 55 1.24,-69 40 20.10,,,14.39,,13.394,,,,,,,,,,,,,
21757,OGLE-LMC-CEP-0359,LMC,DCEP,6.5464473,4 55 0.48,-67 14 40.30,,,15.326,,14.53,,,,,,,,,,,,,
21756,OGLE-LMC-CEP-0358,LMC,DCEP,2.105215,4 54 56.19,-68 42 15.50,,,16.158,,15.376,,,,,,,,,,,,,
21755,OGLE-LMC-CEP-0357,LMC,DCEP,4.3808293,4 54 55.65,-68 56 25.10,,,15.908,,15.137,,,,,,,,,,,,,
21754,OGLE-LMC-CEP-0356,LMC,DCEP,12.6838476,4 54 55.36,-70 15 22.80,,,14.598,,13.694,,,,,,,,,,,,,
21753,OGLE-LMC-CEP-0355,LMC,DCEP,2.2144145,4 54 55.01,-69 14 13.00,,,17.162,,16.233,,,,,,,,,,,,,
21752,OGLE-LMC-CEP-0354,LMC,DCEP,2.241141,4 54 54.59,-68 51 44.30,,,16.484,,15.804,,,,,,,,,,,,,
21751,OGLE-LMC-CEP-0353,LMC,DCEP,3.5671914,4 54 54.25,-67 13 36.10,,,15.817,,15.161,,,,,,,,,,,,,
21750,OGLE-LMC-CEP-0352,LMC,DCEP,3.5263678,4 54 54.04,-68 32 29.90,,,15.999,,15.222,,,,,,,,,,,,,
21749,OGLE-LMC-CEP-0351,LMC,DCEP,3.5009055,4 54 52.74,-69 14 2.20,,,16.694,,15.734,,,,,,,,,,,,,
21748,OGLE-LMC-CEP-0350,LMC,DCEP,2.8744751,4 54 52.52,-69 10 27.90,,,16.861,,15.936,,,,,,,,,,,,,
21747,OGLE-LMC-CEP-0349,LMC,DCEP,3.0398703,4 54 52.31,-69 14 40.20,,,16.878,,15.939,,,,,,,,,,,,,
21746,OGLE-LMC-CEP-0348,LMC,DCEP,2.144985,4 54 52.04,-68 25 13.30,,,16.117,,15.412,,,,,,,,,,,,,
21745,OGLE-LMC-CEP-0347,LMC,DCEP,1.7363005,4 54 51.82,-68 11 48.80,,,16.177,,15.551,,,,,,,,,,,,,
21744,OGLE-LMC-CEP-0346,LMC,DCEP,3.0464527,4 54 50.15,-69 14 12.30,,,16.879,,15.871,,,,,,,,,,,,,
21743,OGLE-LMC-CEP-0345,LMC,DCEP,2.6688241,4 54 49.61,-69 14 29.90,,,17.168,,16.18,,,,,,,,,,,,,
21804,OGLE-LMC-CEP-0406,LMC,DCEP,3.5083829,4 55 51.52,-66 40 14.60,,,15.984,,15.241,,,,,,,,,,,,,
21806,OGLE-LMC-CEP-0408,LMC,DCEP,2.629485,4 55 52.83,-69 17 19.80,,,16.129,,15.497,,,,,,,,,,,,,
21891,OGLE-LMC-CEP-0493,LMC,DCEP,0.7088379,4 57 45.70,-68 14 21.50,,,17.306,,16.739,,,,,,,,,,,,,
21860,OGLE-LMC-CEP-0462,LMC,DCEP,7.0588712,4 57 4.64,-68 34 18.30,,,15.287,,14.338,,,,,,,,,,,,,
21868,OGLE-LMC-CEP-0470,LMC,DCEP,1.9339136,4 57 15.78,-68 17 47.60,,,16.074,,15.409,,,,,,,,,,,,,
21867,OGLE-LMC-CEP-0469,LMC,DCEP,2.3562402,4 57 13.50,-68 41 5.60,,,15.84,,15.149,,,,,,,,,,,,,
21866,OGLE-LMC-CEP-0468,LMC,DCEP,2.1679973,4 57 12.79,-68 40 59.30,,,15.887,,15.268,,,,,,,,,,,,,
21865,OGLE-LMC-CEP-0467,LMC,DCEP,22.7176074,4 57 12.33,-67 22 57.30,,,13.704,,12.775,,,,,,,,,,,,,
21864,OGLE-LMC-CEP-0466,LMC,DCEP,2.9999738,4 57 9.30,-68 53 34.30,,,16.62,,15.76,,,,,,,,,,,,,
21863,OGLE-LMC-CEP-0465,LMC,DCEP,3.7262704,4 57 9.23,-69 37 20.40,,,16.016,,15.31,,,,,,,,,,,,,
21862,OGLE-LMC-CEP-0464,LMC,DCEP,0.7086311,4 57 8.72,-69 53 13.40,,,17.126,,16.626,,,,,,,,,,,,,
21861,OGLE-LMC-CEP-0463,LMC,DCEP,3.3405929,4 57 4.79,-67 7 35.70,,,16.074,,15.321,,,,,,,,,,,,,
21859,OGLE-LMC-CEP-0461,LMC,DCEP,45.20796,4 57 1.78,-67 59 42.60,,,14.246,,12.232,,,,,,,,,,,,,
21870,OGLE-LMC-CEP-0472,LMC,DCEP,3.2837413,4 57 18.37,-69 54 0.10,,,15.409,,14.703,,,,,,,,,,,,,
21858,OGLE-LMC-CEP-0460,LMC,DCEP,3.1534353,4 57 1.58,-67 29 28.90,,,16.148,,15.388,,,,,,,,,,,,,
21857,OGLE-LMC-CEP-0459,LMC,DCEP,3.7522389,4 57 1.50,-68 15 11.60,,,15.962,,15.149,,,,,,,,,,,,,
21856,OGLE-LMC-CEP-0458,LMC,DCEP,3.8439805,4 56 54.90,-70 25 49.40,,,16.413,,15.502,,,,,,,,,,,,,
21855,OGLE-LMC-CEP-0457,LMC,DCEP,3.059794,4 56 53.55,-69 37 54.70,,,16.139,,15.424,,,,,,,,,,,,,
21854,OGLE-LMC-CEP-0456,LMC,DCEP,0.2813877,4 56 52.63,-68 10 35.60,,,18.987,,18.358,,,,,,,,,,,,,
21853,OGLE-LMC-CEP-0455,LMC,DCEP,2.7149238,4 56 52.50,-70 25 48.10,,,16.031,,15.245,,,,,,,,,,,,,
21852,OGLE-LMC-CEP-0454,LMC,DCEP,1.8788661,4 56 51.45,-68 41 42.30,,,16.354,,15.624,,,,,,,,,,,,,
21851,OGLE-LMC-CEP-0453,LMC,DCEP,2.7002535,4 56 48.25,-69 25 21.10,,,15.651,,14.971,,,,,,,,,,,,,
21869,OGLE-LMC-CEP-0471,LMC,DCEP,2.171337,4 57 16.59,-70 46 59.70,,,15.674,,14.947,,,,,,,,,,,,,
21871,OGLE-LMC-CEP-0473,LMC,DCEP,2.6335155,4 57 19.54,-68 49 16.70,,,16.335,,15.59,,,,,,,,,,,,,
21807,OGLE-LMC-CEP-0409,LMC,DCEP,2.5762477,4 55 53.56,-68 37 14.60,,,15.898,,15.142,,,,,,,,,,,,,
21882,OGLE-LMC-CEP-0484,LMC,DCEP,4.416176,4 57 39.26,-69 39 19.50,,,15.641,,14.902,,,,,,,,,,,,,
21890,OGLE-LMC-CEP-0492,LMC,DCEP,5.2393607,4 57 45.10,-70 36 5.80,,,15.304,,14.6,,,,,,,,,,,,,
21889,OGLE-LMC-CEP-0491,LMC,DCEP,3.9794256,4 57 43.53,-70 3 12.80,,,15.342,,14.489,,,,,,,,,,,,,
21888,OGLE-LMC-CEP-0490,LMC,DCEP,1.7809129,4 57 43.25,-66 48 7.60,,,16.87,,16.214,,,,,,,,,,,,,
21887,OGLE-LMC-CEP-0489,LMC,DCEP,1.1834653,4 57 43.11,-68 28 1.80,,,16.877,,16.219,,,,,,,,,,,,,
21886,OGLE-LMC-CEP-0488,LMC,DCEP,3.6470072,4 57 41.23,-68 48 0.40,,,16.535,,15.608,,,,,,,,,,,,,
21885,OGLE-LMC-CEP-0487,LMC,DCEP,3.1093417,4 57 41.22,-69 24 19.60,,,16.221,,15.469,,,,,,,,,,,,,
21884,OGLE-LMC-CEP-0486,LMC,DCEP,3.0693572,4 57 40.87,-68 33 59.20,,,16.156,,15.403,,,,,,,,,,,,,
21883,OGLE-LMC-CEP-0485,LMC,DCEP,0.6908126,4 57 39.42,-68 1 20.80,,,17.239,,16.705,,,,,,,,,,,,,
21881,OGLE-LMC-CEP-0483,LMC,DCEP,0.5439673,4 57 31.30,-67 4 44.60,,,17.998,,17.32,,,,,,,,,,,,,
21872,OGLE-LMC-CEP-0474,LMC,DCEP,0.8159034,4 57 20.08,-69 17 49.90,,,17.326,,16.281,,,,,,,,,,,,,
21880,OGLE-LMC-CEP-0482,LMC,DCEP,7.465922,4 57 28.73,-69 13 36.90,,,15.655,,14.661,,,,,,,,,,,,,
21879,OGLE-LMC-CEP-0481,LMC,DCEP,1.570809,4 57 27.35,-68 36 4.60,,,16.909,,16.224,,,,,,,,,,,,,
21878,OGLE-LMC-CEP-0480,LMC,DCEP,4.0350009,4 57 27.24,-69 21 18.60,,,16.865,,15.779,,,,,,,,,,,,,
21877,OGLE-LMC-CEP-0479,LMC,DCEP,3.9145297,4 57 26.24,-66 43 24.90,,,15.627,,14.96,,,,,,,,,,,,,
21876,OGLE-LMC-CEP-0478,LMC,DCEP,2.7641614,4 57 25.14,-69 34 2.10,,,16.16,,15.471,,,,,,,,,,,,,
21875,OGLE-LMC-CEP-0477,LMC,DCEP,1.9591435,4 57 23.33,-69 9 20.00,,,16.135,,15.47,,,,,,,,,,,,,
21874,OGLE-LMC-CEP-0476,LMC,DCEP,0.831762,4 57 21.99,-68 12 33.50,,,17.016,,16.479,,,,,,,,,,,,,
21873,OGLE-LMC-CEP-0475,LMC,DCEP,2.9503722,4 57 21.92,-67 51 17.40,,,16.181,,15.441,,,,,,,,,,,,,
21850,OGLE-LMC-CEP-0452,LMC,DCEP,1.3805112,4 56 45.02,-68 30 55.30,,,16.525,,15.905,,,,,,,,,,,,,
21849,OGLE-LMC-CEP-0451,LMC,DCEP,2.364484,4 56 44.35,-66 52 56.80,,,16.195,,15.589,,,,,,,,,,,,,
21848,OGLE-LMC-CEP-0450,LMC,DCEP,5.4059884,4 56 43.48,-67 39 8.80,,,15.587,,14.764,,,,,,,,,,,,,
21817,OGLE-LMC-CEP-0419,LMC,DCEP,2.1239567,4 56 6.56,-68 3 52.40,,,15.801,,15.174,,,,,,,,,,,,,
21825,OGLE-LMC-CEP-0427,LMC,DCEP,4.1119838,4 56 19.40,-68 33 59.90,,,15.415,,14.62,,,,,,,,,,,,,
21824,OGLE-LMC-CEP-0426,LMC,DCEP,1.6380034,4 56 17.98,-68 16 26.80,,,16.486,,15.775,,,,,,,,,,,,,
21823,OGLE-LMC-CEP-0425,LMC,DCEP,3.2717114,4 56 16.22,-68 40 55.40,,,16.325,,15.534,,,,,,,,,,,,,
21822,OGLE-LMC-CEP-0424,LMC,DCEP,2.3412092,4 56 15.34,-69 27 3.80,,,16.273,,15.485,,,,,,,,,,,,,
21821,OGLE-LMC-CEP-0423,LMC,DCEP,3.6055861,4 56 12.58,-67 24 48.20,,,15.85,,15.11,,,,,,,,,,,,,
21820,OGLE-LMC-CEP-0422,LMC,DCEP,4.0502941,4 56 11.64,-70 56 6.00,,,15.957,,15.207,,,,,,,,,,,,,
21819,OGLE-LMC-CEP-0421,LMC,DCEP,2.2153256,4 56 11.33,-69 49 53.80,,,15.97,,15.293,,,,,,,,,,,,,
21818,OGLE-LMC-CEP-0420,LMC,DCEP,1.8281916,4 56 8.54,-68 6 15.80,,,16.069,,15.443,,,,,,,,,,,,,
21816,OGLE-LMC-CEP-0418,LMC,DCEP,3.1272522,4 56 6.09,-68 48 25.60,,,15.456,,14.722,,,,,,,,,,,,,
21847,OGLE-LMC-CEP-0449,LMC,DCEP,3.6175636,4 56 42.83,-69 29 55.20,,,15.258,,14.573,,,,,,,,,,,,,
21815,OGLE-LMC-CEP-0417,LMC,DCEP,2.1589087,4 56 5.44,-68 0 39.70,,,15.672,,15.085,,,,,,,,,,,,,
21814,OGLE-LMC-CEP-0416,LMC,DCEP,1.0138183,4 56 4.72,-67 50 39.70,,,17.114,,16.428,,,,,,,,,,,,,
21813,OGLE-LMC-CEP-0415,LMC,DCEP,1.9544398,4 56 0.10,-68 30 4.60,,,16.223,,15.518,,,,,,,,,,,,,
21812,OGLE-LMC-CEP-0414,LMC,DCEP,1.7772899,4 55 58.90,-66 37 19.80,,,16.667,,15.99,,,,,,,,,,,,,
21811,OGLE-LMC-CEP-0413,LMC,DCEP,0.7629374,4 55 58.83,-70 4 9.40,,,17.289,,16.711,,,,,,,,,,,,,
21810,OGLE-LMC-CEP-0412,LMC,DCEP,0.9988499,4 55 56.72,-67 17 51.50,,,17.273,,16.583,,,,,,,,,,,,,
21809,OGLE-LMC-CEP-0411,LMC,DCEP,2.6307813,4 55 56.60,-68 24 33.50,,,16.613,,15.833,,,,,,,,,,,,,
21808,OGLE-LMC-CEP-0410,LMC,DCEP,1.7031857,4 55 56.08,-69 34 53.30,,,16.501,,15.785,,,,,,,,,,,,,
21826,OGLE-LMC-CEP-0428,LMC,DCEP,1.9628313,4 56 20.98,-68 47 36.00,,,16.657,,15.978,,,,,,,,,,,,,
21827,OGLE-LMC-CEP-0429,LMC,DCEP,2.8664374,4 56 22.12,-70 22 53.30,,,16.127,,15.456,,,,,,,,,,,,,
21828,OGLE-LMC-CEP-0430,LMC,DCEP,2.887873,4 56 22.69,-68 57 42.70,,,16.504,,15.71,,,,,,,,,,,,,
21829,OGLE-LMC-CEP-0431,LMC,DCEP,2.4016911,4 56 23.32,-66 41 1.30,,,15.558,,14.962,,,,,,,,,,,,,
21846,OGLE-LMC-CEP-0448,LMC,DCEP,1.6741868,4 56 42.78,-69 15 26.80,,,16.459,,15.79,,,,,,,,,,,,,
21845,OGLE-LMC-CEP-0447,LMC,DCEP,2.5641798,4 56 41.61,-68 48 39.40,,,16.475,,15.719,,,,,,,,,,,,,
21844,OGLE-LMC-CEP-0446,LMC,DCEP,3.5441126,4 56 41.01,-68 35 11.00,,,15.178,,14.509,,,,,,,,,,,,,
21843,OGLE-LMC-CEP-0445,LMC,DCEP,3.3829234,4 56 40.07,-68 40 22.00,,,16.341,,15.418,,,,,,,,,,,,,
